Date,Influent Ammonia (mg/L),Influent Nitrate (mg/L),Influent Organic Nitrogen (mg/L),Total Phosphorus (mg/L),Influent Flow (Million Gallons),Effluent Ammonia (mg/L),Effluent Nitrate (mg/L),Effluent Organic Nitrogen (mg/L) ,Effluent Total Phosphorus (mg/L),Effluent Flow (MGD),Effluent Flow (m3/day),Nitrate loading (kg/d),TP loading (kg/d)
4/12/01,10.50,,,,,0.05,12.70,,2.94,55.94,211755.9361,2689.300388,622.5624521
4/13/01,,,,,,,,,,46.82,177232.9805,0,0
4/14/01,,,,,,,,,,44.40,168072.2839,0,0
4/15/01,,,,,,,,,,43.12,163226.9568,0,0
4/16/01,4.90,,11.40,,,<0.12,,1.76,,39.95,151227.2014,0,0
4/17/01,4.13,,,,,<0.12,10.60,,,39.10,148024.743,1569.062276,0
4/18/01,6.55,,,,,<0.12,,,,37.94,143614.7383,0,0
4/19/01,5.88,,,,,<0.12,11.00,,,41.20,155943.8245,1715.38207,0
4/20/01,4.85,,,,,<0.12,,,,39.06,147869.5411,0,0
4/21/01,,,,,,,,,,35.38,133916.5132,0,0
4/22/01,,,,,,,,,,35.52,134469.1834,0,0
4/23/01,5.95,,12.50,,,<0.12,,1.98,,36.28,137334.7401,0,0
4/24/01,5.08,,,,,<0.12,13.60,,,35.48,134295.0544,1826.41274,0
4/25/01,4.80,,,,,<0.12,,,,36.21,137058.405,0,0
4/26/01,4.86,,,,,0.09,13.00,,7.10,33.91,128348.1725,1668.526242,911.2720247
4/27/01,5.19,,,,,<0.12,,,,33.94,128457.9494,0,0
4/28/01,,,,,,,,,,34.01,128726.7137,0,0
4/29/01,,,,,,,,,,32.89,124494.6233,0,0
4/30/01,5.41,,13.20,,,<0.12,,2.03,,37.01,140082.9491,0,0
5/1/01,5.34,,,,,<0.12,12.00,,,34.72,131429.4977,1577.153972,0
5/2/01,7.24,,,,,<0.12,,,,32.96,124748.2459,0,0
5/3/01,6.17,,,,,0.05,9.69,,7.71,33.23,125796.8049,1218.97104,969.8933661
5/4/01,7.06,,,,,<0.12,,,,32.91,124577.9023,0,0
5/5/01,,,,,,,,,,35.69,135093.7763,0,0
5/6/01,,,,,,,,,,39.69,150242.9943,0,0
5/7/01,6.05,,15.20,,,<0.12,,1.94,,37.13,140540.9839,0,0
5/8/01,6.03,,,,,<0.12,14.30,,,33.35,126258.6252,1805.49834,0
5/9/01,6.05,,,,,<0.12,,,,32.65,123589.9099,0,0
5/10/01,6.14,,,,,0.05,13.00,,7.40,39.97,151302.9096,1966.937825,1119.641531
5/11/01,5.38,,,,,<0.12,,,,43.58,164968.2462,0,0
5/12/01,,,,,,,,,,37.79,143054.4973,0,0
5/13/01,,,,,,,,,,33.33,126163.9899,0,0
5/14/01,7.80,,23.20,,,<0.12,,1.94,,34.30,129839.6247,0,0
5/15/01,6.84,,,,,<0.12,10.70,,,31.65,119815.8543,1282.029641,0
5/16/01,7.17,,,,,<0.12,,,,31.77,120262.5329,0,0
5/17/01,7.28,,,,,0.07,9.12,,7.30,40.99,155156.4589,1415.026905,1132.64215
5/18/01,8.38,,,,,<0.12,,,,42.22,159831.4424,0,0
5/19/01,,,,,,,,,,36.84,139462.1415,0,0
5/20/01,,,,,,,,,,35.07,132735.4648,0,0
5/21/01,10.40,,8.52,,,<0.12,,1.81,,36.74,139057.1025,0,0
5/22/01,9.20,,,,,<0.12,16.70,,,36.21,137069.7613,2289.065013,0
5/23/01,6.92,,,,,<0.12,,,,36.70,138905.686,0,0
5/24/01,6.38,,,,,0.07,11.50,,8.62,33.86,128185.3998,1474.132098,1104.958146
5/25/01,8.00,,,,,<0.12,,,,32.23,121996.2515,0,0
5/26/01,,,,,,,,,,41.61,157492.0579,0,0
5/27/01,,,,,,,,,,33.11,125342.5555,0,0
5/28/01,,,,,,,,,,31.31,118506.1018,0,0
5/29/01,8.22,,,,,<0.12,12.90,,,33.54,126966.4972,1637.867814,0
5/30/01,6.41,,,,,<0.12,,,,34.30,129824.4831,0,0
5/31/01,5.45,,,,,0.06,9.65,,8.62,38.42,145439.3068,1403.48931,1253.686824
6/1/01,5.91,,,,,<0.12,,,,40.01,151446.7553,0,0
6/2/01,,,,,,,,,,36.84,139435.6437,0,0
6/3/01,,,,,,,,,,33.52,126898.3598,0,0
6/4/01,3.37,,8.86,,,<0.12,,3.70,,56.62,214322.4453,0,0
6/5/01,4.07,,,,,<0.12,6.41,,,52.91,200301.28,1283.931205,0
6/6/01,1.63,,,,,<0.12,,,,81.10,306977.9699,0,0
6/7/01,2.80,,,,,0.08,8.53,,4.36,59.21,224122.8764,1911.768136,977.1757413
6/8/01,2.65,,,,,<0.12,,,,47.81,180988.109,0,0
6/9/01,,,,,,,,,,40.78,154361.5224,0,0
6/10/01,,,,,,,,,,40.25,152347.6833,0,0
6/11/01,5.02,,17.70,,,<0.12,,3.35,,37.60,142331.4837,0,0
6/12/01,5.19,,,,,<0.12,5.01,,,34.86,131955.6699,661.0979064,0
6/13/01,8.09,,,,,<0.12,,,,35.26,133466.0492,0,0
6/14/01,10.20,,,,,<0.12,8.91,,,34.86,131940.5283,1175.590107,0
6/15/01,9.08,,,,,<0.12,,,,37.03,140188.9406,0,0
6/16/01,,,,,,,,,,31.49,119187.4759,0,0
6/17/01,,,,,,,,,,30.22,114402.7154,0,0
6/18/01,7.55,,17.40,,,<0.12,,2.45,,31.60,119611.4421,0,0
6/19/01,8.91,,,,,<0.12,8.62,,,31.67,119899.1334,1033.53053,0
6/20/01,13.60,,,,,<0.12,,,,33.21,125713.5259,0,0
6/21/01,5.86,,,,,0.14,12.00,,6.69,50.83,192404.911,2308.858932,1287.188854
6/22/01,4.92,,,,,<0.12,,,,33.77,127814.4294,0,0
6/23/01,,,,,,,,,,32.85,124365.9193,0,0
6/24/01,,,,,,,,,,31.58,119528.163,0,0
6/25/01,5.82,,13.30,,,<0.12,,2.25,,33.13,125410.6929,0,0
6/26/01,8.53,,,,,<0.12,8.38,,,31.89,120712.9969,1011.574914,0
6/27/01,8.54,,,,,<0.12,,,,32.26,122098.4576,0,0
6/28/01,6.03,,,,,0.10,11.70,,8.52,31.17,118002.642,1380.630912,1005.38251
6/29/01,7.23,,,,,<0.12,,,,30.83,116700.4604,0,0
6/30/01,,,,,,,,,,31.31,118506.1018,0,0
7/1/01,,,,,,,,,,31.66,119838.5668,0,0
7/2/01,5.97,,12.30,,,0.41,,2.57,,33.28,125982.2901,0,0
7/3/01,5.19,,,,,<0.12,7.45,,,40.99,155148.888,1155.859216,0
7/4/01,,,,,,,,,,33.91,128370.885,0,0
7/5/01,4.71,,,,,<0.12,7.05,,,33.61,127231.476,896.9819059,0
7/6/01,4.97,,,,,<0.12,,,,31.30,118483.3893,0,0
7/7/01,,,,,,,,,,32.32,122340.724,0,0
7/8/01,,,,,,,,,,33.99,128681.2887,0,0
7/9/01,6.02,,17.60,,,<0.12,,3.09,,33.69,127530.5235,0,0
7/10/01,7.06,,,,,<0.12,2.88,,,29.78,112710.6363,324.6066327,0
7/11/01,,,,,,,,,,32.33,122363.4364,0,0
7/12/01,6.60,,,,,0.10,9.03,,9.43,30.64,115973.6613,1047.242162,1093.631626
7/13/01,5.12,,,,,<0.12,,,,31.05,117548.3926,0,0
7/14/01,,,,,,,,,,31.28,118388.754,0,0
7/15/01,,,,,,,,,,31.26,118324.402,0,0
7/16/01,6.79,,13.30,,,<0.12,,1.85,,31.63,119717.4336,0,0
7/17/01,7.22,,,,,<0.12,14.40,,,32.07,121413.2981,1748.351492,0
7/18/01,11.00,,,,,<0.12,,,,35.51,134419.973,0,0
7/19/01,12.90,,,,,0.13,11.70,,7.91,32.48,122938.819,1438.384183,972.4460585
7/20/01,16.90,,,,,<0.12,,,,29.64,112188.2495,0,0
7/21/01,,,,,,,,,,32.46,122855.54,0,0
7/22/01,,,,,,,,,,32.18,121806.9809,0,0
7/23/01,14.70,,13.60,,,<0.12,,1.85,,32.26,122121.1701,0,0
7/24/01,15.00,,,,,<0.12,,,,30.88,116878.3747,0,0
7/25/01,15.50,,,,,<0.12,14.70,,,34.11,129120.3965,1898.069829,0
7/26/01,15.30,,,,,0.08,15.50,,7.71,32.60,123396.8539,1912.651235,951.3897432
7/27/01,8.51,,,,,<0.12,,,,29.81,112824.1987,0,0
7/28/01,,,,,,,,,,40.58,153612.0108,0,0
7/29/01,,,,,,,,,,34.13,129203.6756,0,0
7/30/01,15.90,,17.90,,,0.31,,2.07,,38.18,144519.4517,0,0
7/31/01,13.60,,,,,<0.12,10.50,,,35.32,133689.3885,1403.73858,0
8/1/01,12.40,,,,,<0.12,,,,31.64,119751.5023,0,0
8/2/01,10.00,,,,,0.07,7.95,,9.63,39.41,149186.8644,1186.035572,1436.669505
8/3/01,11.10,,,,,<0.12,,,,38.02,143902.4296,0,0
8/4/01,,,,,,,,,,31.31,118506.1018,0,0
8/5/01,,,,,,,,,,31.28,118411.4665,0,0
8/6/01,13.20,,10.80,,,<0.12,,1.72,,31.89,120705.4261,0,0
8/7/01,12.70,,,,,<0.12,15.80,,,31.71,120016.4811,1896.260402,0
8/8/01,15.40,,,,,<0.12,,,,31.75,120190.6101,0,0
8/9/01,12.80,,,,,0.08,14.70,,10.10,31.86,120588.0783,1772.644751,1217.939591
8/10/01,9.83,,,,,<0.12,,,,32.85,124343.2068,0,0
8/11/01,,,,,,,,,,30.82,116673.9625,0,0
8/12/01,,,,,,,,,,31.14,117885.2943,0,0
8/13/01,7.38,,19.60,,,<0.12,,2.38,,31.39,118839.218,0,0
8/14/01,6.41,,,,,<0.12,8.12,,,31.37,118737.0119,964.1445369,0
8/15/01,6.74,,,,,<0.12,,,,33.06,125157.0703,0,0
8/16/01,6.44,,,,,0.07,5.39,,7.17,33.27,125944.436,678.84051,903.0216061
8/17/01,6.46,,,,,<0.12,,,,30.91,117022.2204,0,0
8/18/01,,,,,,,,,,46.76,176986.9287,0,0
8/19/01,,,,,,,,,,32.15,121689.6331,0,0
8/20/01,7.67,,10.80,,,<0.12,,1.85,,34.76,131592.2704,0,0
8/21/01,8.20,,,,,<0.12,4.86,,,29.27,110787.6472,538.4279652,0
8/22/01,7.26,,,,,<0.12,,,,46.26,175101.7936,0,0
8/23/01,4.56,,,,,0.05,3.36,,5.84,45.45,172035.6101,578.0396499,1004.687963
8/24/01,6.03,,,,,<0.12,,,,39.57,149773.6033,0,0
8/25/01,,,,,,,,,,31.73,120107.331,0,0
8/26/01,,,,,,,,,,31.69,119944.5583,0,0
8/27/01,7.79,,15.40,,,0.43,,2.12,,31.40,118873.2868,0,0
8/28/01,9.85,,,,,<0.12,9.36,,,30.64,115969.8759,1085.478038,0
8/29/01,11.90,,,,,<0.12,,,,31.16,117949.6463,0,0
8/30/01,8.13,,,,,0.05,12.10,,7.99,48.47,183494.0516,2220.278024,1466.117472
8/31/01,7.41,,,,,<0.12,,,,44.95,170139.1188,0,0
9/1/01,,,,,,,,,,33.92,128401.1683,0,0
9/2/01,,,,,,,,,,30.71,116249.9964,0,0
9/3/01,,,,,,,,,,30.53,115568.6223,0,0
9/4/01,9.14,,,,,<0.12,10.60,,,29.53,111783.2105,1184.902031,0
9/5/01,11.50,,,,,<0.12,,,,30.33,114811.5399,0,0
9/6/01,8.56,,,,,0.07,12.20,,7.99,41.90,158608.7544,1935.026804,1267.283948
9/7/01,7.49,,,,,<0.12,,,,42.36,160350.0438,0,0
9/8/01,,,,,,,,,,34.36,130066.7494,0,0
9/9/01,,,,,,,,,,42.74,161788.5003,0,0
9/10/01,12.00,,11.80,,,<0.12,,1.76,,35.62,134836.3683,0,0
9/11/01,14.30,,,,,<0.12,12.80,,,29.27,110799.0034,1418.227243,0
9/12/01,16.80,,,,,<0.12,,,,31.72,120073.2623,0,0
9/13/01,16.80,,,,,0.08,17.90,,7.88,26.98,102130.4104,1828.134346,804.7876337
9/14/01,14.70,,,,,<0.12,,,,28.33,107240.7163,0,0
9/15/01,,,,,,,,,,29.19,110496.1704,0,0
9/16/01,,,,,,,,,,28.00,105991.5304,0,0
9/17/01,10.80,,12.80,,,,,3.13,,28.30,107127.1539,0,0
9/18/01,6.90,,,,,,11.60,,,45.76,173220.444,2009.35715,0
9/19/01,7.21,,,,,,,,,31.11,117764.1611,0,0
9/20/01,6.46,,,,,0.10,8.76,,6.86,33.52,126887.0035,1111.530151,870.4448443
9/21/01,6.65,,,,,,,,,30.12,114016.6034,0,0
9/22/01,,,,,,,,,,27.37,103606.721,0,0
9/23/01,,,,,,,,,,28.70,108641.3187,0,0
9/24/01,7.62,,10.90,,,<0.12,,2.03,,27.81,105272.3022,0,0
9/25/01,7.82,,,,,<0.12,8.63,,,27.45,103909.5539,896.7394502,0
9/26/01,7.59,,,,,<0.12,,,,27.90,105612.9892,0,0
9/27/01,8.42,,,,,0.08,6.31,,6.35,28.69,108603.4645,685.2878613,689.6319998
9/28/01,7.46,,,,,<0.12,,,,26.52,100389.1209,0,0
9/29/01,,,,,,,,,,29.04,109928.3587,0,0
9/30/01,,,,,,,,,,27.64,104628.7822,0,0
10/1/01,7.39,,12.20,,,<0.12,,2.34,,26.42,100010.5798,0,0
10/2/01,6.80,,,,,<0.12,5.31,,,26.66,100919.0786,535.8803073,0
10/3/01,6.49,,,,,<0.12,,,,27.40,103720.2833,0,0
10/4/01,6.29,,,,,0.09,6.84,,6.25,31.32,118559.0976,810.9442274,740.9943599
10/5/01,3.71,,,,,<0.12,,,,48.93,185220.1994,0,0
10/6/01,,,,,,,,,,26.82,101524.7445,0,0
10/7/01,,,,,,,,,,25.59,96868.68796,0,0
10/8/01,6.91,,9.35,,,<0.12,,2.07,,26.70,101070.4951,0,0
10/9/01,6.38,,,,,<0.12,4.33,,,26.94,101978.9939,441.5690436,0
10/10/01,5.09,,,,,<0.12,,,,44.48,168375.1169,0,0
10/11/01,3.76,,,,,0.08,4.31,,5.32,55.16,208803.3149,899.9422872,1110.833635
10/12/01,3.09,,,,,<0.12,,,,48.49,183554.6182,0,0
10/13/01,,,,,,,,,,54.89,207781.2537,0,0
10/14/01,,,,,,,,,,38.93,147366.0814,0,0
10/15/01,3.27,,8.60,,,<0.12,,1.72,,54.58,206607.776,0,0
10/16/01,3.21,,,,,<0.12,3.74,,,42.89,162356.3121,607.2126073,0
10/17/01,5.36,,,,,<0.12,,,,34.08,129006.8341,0,0
10/18/01,6.26,,,,,0.05,8.40,,2.87,34.09,129044.6883,1083.975381,370.3582553
10/19/01,4.39,,,,,<0.12,,,,32.59,123366.5706,0,0
10/20/01,,,,,,,,,,30.99,117309.9117,0,0
10/21/01,,,,,,,,,,31.15,117915.5776,0,0
10/22/01,6.79,,10.20,,,<0.12,,1.76,,30.85,116779.954,0,0
10/23/01,5.57,,,,,<0.12,6.66,,,43.24,163681.2062,1090.116834,0
10/24/01,3.31,,,,,<0.12,,,,62.02,234771.2398,0,0
10/25/01,2.45,,,,,0.04,5.39,,3.28,49.99,189232.7359,1019.964446,620.6833737
10/26/01,3.01,,,,,<0.12,,,,38.70,146495.4367,0,0
10/27/01,,,,,,,,,,36.29,137372.5942,0,0
10/28/01,,,,,,,,,,34.28,129763.9165,0,0
10/29/01,4.61,,10.30,,,<0.12,,1.50,,34.53,130710.2695,0,0
10/30/01,5.87,,,,,<0.12,6.16,,,27.80,105234.448,648.2441999,0
10/31/01,5.00,,,,,<0.12,,,,29.50,111669.6481,0,0
11/1/01,5.82,,,,,0.07,7.65,,6.04,30.60,115833.6011,886.1270483,699.6349505
11/2/01,5.12,,,,,<0.12,,,,33.44,126584.1706,0,0
11/3/01,,,,,,,,,,31.34,118634.8058,0,0
11/4/01,,,,,,,,,,30.29,114660.1234,0,0
11/5/01,5.73,,11.50,,,<0.12,,1.85,,30.61,115871.4552,0,0
11/6/01,6.46,,,,,<0.12,7.00,,,30.42,115152.227,806.0655887,0
11/7/01,6.66,,,,,<0.12,,,,30.31,114735.8317,0,0
11/8/01,7.09,,,,,0.06,9.20,,7.07,30.37,114962.9564,1057.659199,812.7881015
11/9/01,6.60,,,,,<0.12,,,,29.28,110836.8575,0,0
11/10/01,,,,,,,,,,29.71,112464.5846,0,0
11/11/01,,,,,,,,,,29.39,111253.2528,0,0
11/12/01,,,,,,,,,,30.33,114811.5399,0,0
11/13/01,7.52,,,,,<0.12,9.83,,,31.25,118294.1188,1162.831187,0
11/14/01,6.01,,,,,<0.12,,,,30.65,116022.8717,0,0
11/15/01,6.15,,,,,0.07,8.75,,7.37,30.14,114092.3117,998.307727,840.8603369
11/16/01,5.71,,,,,<0.12,,,,30.70,116212.1423,0,0
11/17/01,,,,,,,,,,29.98,113486.6458,0,0
11/18/01,,,,,,,,,,29.73,112540.2928,0,0
11/19/01,6.22,,10.90,,,<0.12,,2.79,,29.81,112843.1258,0,0
11/20/01,6.19,,,,,<0.12,5.73,,,29.75,112616.0011,645.289686,0
11/21/01,7.66,,,,,<0.12,,,,29.58,111972.481,0,0
11/22/01,,,,,,,,,,29.12,110231.1916,0,0
11/23/01,10.20,,,,,<0.12,,,,29.63,112161.7516,0,0
11/24/01,,,,,,,,,,43.59,165006.1004,0,0
11/25/01,,,,,,,,,,29.68,112351.0222,0,0
11/26/01,6.18,,11.90,,,<0.12,,2.53,,30.66,116060.7258,0,0
11/27/01,5.93,,,,,<0.12,8.09,,,31.48,119164.7635,964.0429364,0
11/28/01,5.05,,,,,<0.12,,,,37.51,141990.7966,0,0
11/29/01,3.57,,,,,0.05,4.75,,5.22,61.50,232802.8257,1105.813422,1215.23075
11/30/01,3.24,,,,,<0.12,,,,51.48,194872.9995,0,0
12/1/01,,,,,,,,,,36.59,138508.2178,0,0
12/2/01,,,,,,,,,,37.87,143353.5449,0,0
12/3/01,4.94,,12.00,,,<0.12,,2.14,,36.18,136956.1989,0,0
12/4/01,4.73,,,,,<0.12,4.93,,,35.48,134306.4107,662.1306046,0
12/5/01,5.52,,,,,<0.12,,,,34.60,130975.2483,0,0
12/6/01,5.32,,,,,0.07,4.93,,7.58,33.22,125751.38,619.9543034,953.1954604
12/7/01,8.87,,,,,<0.12,,,,32.27,122155.2388,0,0
12/8/01,,,,,,,,,,33.10,125297.1306,0,0
12/9/01,,,,,,,,,,30.33,114811.5399,0,0
12/10/01,9.37,,10.70,,,<0.12,,2.00,,31.78,120300.387,0,0
12/11/01,8.95,,,,,<0.12,10.40,,,31.38,118786.2223,1235.376712,0
12/12/01,7.21,,,,,<0.12,,,,47.58,180109.8934,0,0
12/13/01,6.57,,,,,0.05,7.77,,5.32,39.26,148615.2673,1154.740627,790.6332219
12/14/01,6.10,,,,,<0.12,,,,52.99,200588.9713,0,0
12/15/01,,,,,,,,,,43.52,164741.1215,0,0
12/16/01,,,,,,,,,,65.77,248966.5341,0,0
12/17/01,3.70,,7.59,,,<0.12,,1.74,,73.37,277735.6638,0,0
12/18/01,6.92,,,,,<0.12,7.97,,,52.94,200399.7007,1597.185615,0
12/19/01,8.85,,,,,<0.12,,,,45.15,170911.3428,0,0
12/20/01,9.97,,,,,0.07,13.80,,4.51,42.20,159744.378,2204.472416,720.4471446
12/21/01,12.00,,,,,<0.12,,,,40.56,153536.3026,0,0
12/22/01,,,,,,,,,,44.02,166633.8274,0,0
12/23/01,,,,,,,,,,38.53,145851.9167,0,0
12/24/01,11.60,,,,,<0.12,,,,43.33,164021.8933,0,0
12/25/01,,,,,,,,,,30.82,116666.3917,0,0
12/26/01,7.76,,,,,<0.12,,,,35.94,136047.7001,0,0
12/27/01,7.03,,,,,0.07,11.90,,3.89,40.70,154066.2603,1833.388497,599.3177524
12/28/01,7.84,,,,,<0.12,,,,30.53,115568.6223,0,0
12/29/01,,,,,,,,,,36.32,137486.1566,0,0
12/30/01,,,,,,,,,,30.42,115152.227,0,0
12/31/01,7.22,,,,,<0.12,,,,33.59,127151.9824,0,0
1/1/02,,,,,,,,,,30.53,115568.6223,0,0
1/2/02,7.67,,,,,<0.12,,,,30.14,114092.3117,0,0
1/3/02,7.49,,,,,0.08,8.90,,3.07,29.61,112086.0434,997.5657862,344.1041532
1/4/02,7.49,,,,,<0.12,,,,28.24,106900.0292,0,0
1/5/02,,,,,,,,,,32.57,123290.8623,0,0
1/6/02,,,,,,,,,,29.03,109890.5046,0,0
1/7/02,8.83,,15.90,,,<0.12,,2.44,,29.75,112616.0011,0,0
1/8/02,8.28,,,,,<0.12,12.50,,,27.64,104628.7822,1307.859777,0
1/9/02,9.32,,,,,<0.12,,,,28.25,106937.8834,0,0
1/10/02,12.40,,,,,0.05,13.50,,6.25,27.36,103568.8668,1398.179702,647.3054178
1/11/02,10.60,,,,,<0.12,,,,29.09,110117.6293,0,0
1/12/02,,,,,,,,,,28.27,107013.5916,0,0
1/13/02,,,,,,,,,,26.89,101789.7233,0,0
1/14/02,10.60,,17.10,,,<0.12,,2.53,,28.61,108300.6316,0,0
1/15/02,9.97,,,,,<0.12,10.40,,,27.74,105007.3233,1092.076163,0
1/16/02,9.95,,,,,<0.12,,,,27.26,103190.3257,0,0
1/17/02,9.71,,,,,0.06,11.20,,4.40,27.96,105840.1139,1185.409276,465.6965013
1/18/02,8.15,,,,,<0.12,,,,26.84,101600.4527,0,0
1/19/02,,,,,,,,,,28.30,107127.1539,0,0
1/20/02,,,,,,,,,,26.24,99329.20563,0,0
1/21/02,8.55,,13.90,,,<0.12,,2.66,,28.19,106710.7586,0,0
1/22/02,9.66,,,,,<0.12,11.90,,,27.20,102963.201,1225.262091,0
1/23/02,10.30,,,,,<0.12,,,,28.25,106937.8834,0,0
1/24/02,11.10,,,,,0.07,7.51,,5.12,27.19,102925.3468,772.9693548,526.9777758
1/25/02,9.98,,,,,<0.12,,,,27.54,104250.241,0,0
1/26/02,,,,,,,,,,27.12,102660.368,0,0
1/27/02,,,,,,,,,,27.38,103644.5751,0,0
1/28/02,9.23,,14.80,,,<0.12,,2.57,,27.42,103795.9916,0,0
1/29/02,9.50,,,,,<0.12,14.30,,,37.19,140779.4648,2013.146347,0
1/30/02,5.56,,,,,<0.12,,,,65.60,248323.0141,0,0
1/31/02,2.41,,,,,<0.12,6.87,,,91.57,346630.1585,2381.349189,0
2/1/02,,,,,,,,,,63.16,239086.6093,0,0
2/2/02,,,,,,,,,,49.54,187529.3006,0,0
2/3/02,,,,,,,,,,42.09,159327.9827,0,0
2/4/02,,,,,,,,,,37.92,143542.8155,0,0
2/5/02,7.89,,10.70,,,<0.12,11.50,2.35,,37.26,141044.4437,1622.011102,0
2/6/02,,,,,,,,,,34.33,129953.1871,0,0
2/7/02,7.68,,,,,0.08,15.40,,4.62,34.62,131050.9565,2018.18473,605.4554191
2/8/02,,,,,,,,,,33.83,128060.4812,0,0
2/9/02,,,,,,,,,,32.30,122268.8011,0,0
2/10/02,,,,,,,,,,36.77,139189.5919,0,0
2/11/02,,,,,,,,,,32.47,122912.3211,0,0
2/12/02,7.15,,12.20,,,<0.12,11.20,2.48,,32.27,122155.2388,1368.138674,0
2/13/02,,,,,,,,,,30.51,115492.914,0,0
2/14/02,8.02,,,,,<0.12,14.50,,,30.12,114016.6034,1653.24075,0
2/15/02,,,,,,,,,,31.56,119467.5964,0,0
2/16/02,,,,,,,,,,30.41,115114.3728,0,0
2/17/02,,,,,,,,,,29.84,112956.6881,0,0
2/18/02,,,,,,,,,,33.28,125978.5047,0,0
2/19/02,5.36,,7.49,,,<0.12,14.40,2.88,,80.59,305066.337,4392.955252,0
2/20/02,,,,,,,,,,68.01,257445.8565,0,0
2/21/02,6.97,,,,,0.07,11.30,,1.92,45.34,171630.571,1939.425452,329.5306963
2/22/02,,,,,,,,,,44.06,166785.2439,0,0
2/23/02,,,,,,,,,,40.30,152552.0955,0,0
2/24/02,,,,,,,,,,38.69,146457.5825,0,0
2/25/02,,,,,,,,,,42.83,162129.1874,0,0
2/26/02,8.17,,10.90,,,<0.12,13.00,1.88,,35.73,135252.7636,1758.285927,0
2/27/02,,,,,,,,,,34.97,132375.8506,0,0
2/28/02,6.10,,,,,0.08,13.20,,3.63,36.12,136729.0742,1804.82378,496.3265394
3/1/02,,,,,,,,,,38.26,144829.8555,0,0
3/2/02,,,,,,,,,,65.23,246922.4117,0,0
3/3/02,,,,,,,,,,46.98,177838.6464,0,0
3/4/02,,,,,,,,,,44.45,168261.5545,0,0
3/5/02,5.00,,8.50,,,<0.12,11.60,1.90,,42.64,161409.9592,1872.355526,0
3/6/02,,,,,,,,,,39.64,150053.7238,0,0
3/7/02,5.39,,,,,0.08,11.30,,2.84,40.05,151605.7426,1713.144891,430.560309
3/8/02,,,,,,,,,,38.13,144337.7519,0,0
3/9/02,,,,,,,,,,65.43,247679.4941,0,0
3/10/02,,,,,,,,,,45.17,170987.051,0,0
3/11/02,,,,,,,,,,46.22,174961.7334,0,0
3/12/02,3.93,,9.27,,,0.22,9.33,1.96,,42.11,159403.6909,1487.236436,0
3/13/02,,,,,,,,,,39.04,147782.4767,0,0
3/14/02,5.49,,,,,0.07,11.20,,3.27,37.45,141763.6719,1587.753125,463.5672071
3/15/02,,,,,,,,,,42.62,161334.2509,0,0
3/16/02,,,,,,,,,,38.13,144337.7519,0,0
3/17/02,,,,,,,,,,36.33,137524.0107,0,0
3/18/02,,,,,,,,,,35.91,135934.1377,0,0
3/19/02,5.62,,9.75,,,<0.12,12.70,1.97,,37.54,142104.359,1804.725359,0
3/20/02,,,,,,,,,,35.80,135517.7424,0,0
3/21/02,6.74,,,,,0.07,12.20,,4.36,33.34,126205.6294,1539.708679,550.2565442
3/22/02,,,,,,,,,,34.24,129612.5,0,0
3/23/02,,,,,,,,,,33.37,126319.1918,0,0
3/24/02,,,,,,,,,,43.62,165119.6627,0,0
3/25/02,,,,,,,,,,47.07,178179.3334,0,0
3/26/02,4.89,,18.30,,,<0.12,9.81,2.22,,42.53,160993.5639,1579.346861,0
3/27/02,,,,,,,,,,48.32,182911.0982,0,0
3/28/02,4.80,,,,,0.13,9.75,,2.90,46.12,174583.1922,1702.186124,506.2912574
3/29/02,,,,,,,,,,43.87,166066.0157,0,0
3/30/02,,,,,,,,,,40.39,152892.7826,0,0
3/31/02,,,,,,,,,,38.36,145208.3966,0,0
4/1/02,,,,,,,,,,37.92,143542.8155,0,0
4/2/02,6.42,,17.30,,,<0.12,11.30,2.22,,36.76,139151.7378,1572.414637,0
4/3/02,,,,,,,,,,32.65,123593.6953,0,0
4/4/02,7.81,,,,,<0.12,15.10,,,33.25,125864.9424,1900.560629,0
4/5/02,,,,,,,,,,33.01,124956.4435,0,0
4/6/02,,,,,,,,,,31.25,118294.1188,0,0
4/7/02,,,,,,,,,,33.80,127946.9188,0,0
4/8/02,,,,,,,,,,55.10,208576.1902,0,0
4/9/02,5.21,,11.00,,,<0.12,9.48,2.58,,40.37,152817.0744,1448.705865,0
4/10/02,,,,,,,,,,37.84,143239.9825,0,0
4/11/02,10.70,,,,,0.17,16.90,,3.61,36.29,137372.5942,2321.596842,495.9150651
4/12/02,,,,,,,,,,37.98,143769.9402,0,0
4/13/02,,,,,,,,,,34.17,129347.5212,0,0
4/14/02,,,,,,,,,,35.63,134874.2224,0,0
4/15/02,,,,,,,,,,32.64,123555.8412,0,0
4/16/02,12.30,,10.90,,,<0.12,15.90,2.42,,34.69,131315.9353,2087.923372,0
4/17/02,,,,,,,,,,34.13,129196.1047,0,0
4/18/02,10.70,,,,,0.11,13.80,,4.15,33.09,125259.2765,1728.578015,519.8259973
4/19/02,,,,,,,,,,54.83,207554.129,0,0
4/20/02,,,,,,,,,,61.16,231515.7857,0,0
4/21/02,,,,,,,,,,92.22,349090.6762,0,0
4/22/02,,,,,,,,,,64.99,246013.9129,0,0
4/23/02,5.13,,6.76,,,<0.12,10.00,1.62,,51.59,195289.3948,1952.893948,0
4/24/02,,,,,,,,,,73.14,276865.0191,0,0
